sale_id,order_date,salesman_name,salesman_area,salesman_team,outlet_name,outlet_type,outlet_segment,city,province,region,product_name,brand,category,unit,cost_price,quantity,unit_price,discount,total_amount
TRX-098716,2024-12-19,Gita Permata,Bandung,Tim B,Lottemart Medan,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,,,,
TRX-059746,2024-11-24,Indah Lestari,Medan,Tim A,Lotte Mart Bandung,Hypermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Pepsodent 190g,Unilever,Personal Care,lusin,110000,21,145000,10,2740500.0
TRX-026539,2024-01-07,Dian Pratama,Medan,Tim B,Toko Sejahtera,Toko Kelontong,General Trade,Bogor,Jawa Barat,Jawa,Pantene Shampoo,P&G,Personal Care,lusin,125000,39,165000,2.5,6274125.0
TRX-016450,2024-07-11,Joko Widodo,Semarang,Tim B,Warung Bu Siti,Warung,General Trade,Surabaya,Jawa Timur,Jawa,Indomie Rebus,Indofood,Mie Instan,karton,62000,40,82000,15,2788000.0
TRX-020849,2024-09-17,Fajar Nugroho,Jakarta,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Pantene Shampoo,P&G,Personal Care,lusin,125000,35,165000,2.5,5630625.0
TRX-072696,2024-05-22,Maya Anggraini,Surabaya,Tim B,Indomaret Depok,Minimarket,Modern Trade,Bandung,Jawa Barat,Jawa,Aqua 600ml,Danone,Minuman,karton,48000,44,65000,2.5,2788500.0
TRX-045513,2024-08-14,Joko Widodo,Semarang,Tim B,Superindo Bandung,Supermarket,Modern Trade,Denpasar,Bali,Bali,Pepsodent 190g,Unilever,Personal Care,lusin,110000,24,145000,5,3306000.0
TRX-032109,2024-01-07,Gita Permata,Bandung,Tim B,Toko Maju Jaya,Toko Kelontong,General Trade,Denpasar,Bali,Bali,Pantene Shampoo,P&G,Personal Care,lusin,125000,20,165000,10,2970000.0
TRX-088632,2024-08-25,Budi Santoso,Bandung,Tim A,Superindo Bandung,Supermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Milo Activ,Nestle,Minuman,karton,92000,15,120000,2.5,1755000.0
TRX-015343,2024-05-07,Maya Anggraini,Surabaya,Tim B,Indomaret Tangerang,Minimarket,Modern Trade,Denpasar,Bali,Bali,Teh Botol Sosro,Sosro,Minuman,karton,54000,41,72000,0,2952000.0
TRX-052467,2024-07-02,Citra Dewi,Surabaya,Tim B,Indomaret Tangerang,Minimarket,Modern Trade,Tangerang,Banten,Jawa,Ultra Milk Full Cream,Ultra,Minuman,karton,88000,39,115000,2.5,4372875.0
TRX-077398,2024-06-27,Olivia Tan,Semarang,Tim A,Superindo Medan,Supermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,46,78000,0,3588000.0
TRX-084537,2024-02-01,Eko Wahyudi,Semarang,Tim C,Transmart Jakarta,Hypermarket,Modern Trade,Denpasar,Bali,Bali,Molto Ultra,Unilever,Deterjen,karton,66000,46,88000,0,4048000.0
TRX-060964,2024-04-09,Maya Anggraini,Surabaya,Tim B,Alfamart Bogor,Minimarket,Modern Trade,Denpasar,Bali,Bali,Pepsodent 190g,Unilever,Personal Care,lusin,110000,24,145000,15,2958000.0
TRX-011497,2024-08-05,Budi Santoso,Bandung,Tim A,Toko Maju Jaya,Toko Kelontong,General Trade,Medan,Sumatera Utara,Sumatera,Milo Activ,Nestle,Minuman,karton,92000,29,120000,20,2784000.0
TRX-052604,2024-05-14,Dian Pratama,Medan,Tim B,Warung Bu Dewi,Warung,General Trade,Makassar,Sulawesi Selatan,Sulawesi,Oreo Original,Nabisco,Snack,karton,50000,16,68000,10,979200.0
TRX-011641,2024-01-11,Budi Santoso,Bandung,Tim A,Alfamart Bekasi,Minimarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,33,98000,20,2587200.0
TRX-017624,2024-12-02,Lukman Hakim,Bandung,Tim A,Warung Bu Dewi,Warung,General Trade,Tangerang,Banten,Jawa,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,2,72000,20,115200.0
TRX-005915,2024-10-31,Nanda Putra,Medan,Tim C,Transmart Jakarta,Hypermarket,Modern Trade,Bogor,Jawa Barat,Jawa,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,26,78000,2.5,1977300.0
TRX-025158,2024-02-06,Budi Santoso,Bandung,Tim A,Warung Pak Bejo,Warung,General Trade,Denpasar,Bali,Bali,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,26,72000,15,1591200.0
TRX-062954,2024-09-17,Citra Dewi,Surabaya,Tim B,Warung Pak Bejo,Warung,General Trade,Denpasar,Bali,Bali,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,34,78000,0,2652000.0
TRX-019102,2024-02-13,Citra Dewi,Surabaya,Tim B,Warung Pak Eko,Warung,General Trade,Palembang,Sumatera Selatan,Sumatera,Indomie Goreng,Indofood,Mie Instan,karton,65000,45,85000,5,3633750.0
TRX-005200,2024-03-23,Fajar Nugroho,Jakarta,Tim A,Giant Surabaya,Supermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,25,95000,15,2018750.0
TRX-023817,2024-08-10,Fajar Nugroho,Jakarta,Tim A,Indomaret Depok,Minimarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Energen Coklat,Mayora,Sereal,karton,70000,27,92000,10,2235600.0
TRX-047984,2024-07-18,Dian Pratama,Medan,Tim B,Warung Pak Bejo,Warung,General Trade,Bogor,Jawa Barat,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,45,95000,10,3847500.0
TRX-049259,2024-07-30,Kartika Sari,Jakarta,Tim C,Indomaret Depok,Minimarket,Modern Trade,Tangerang,Banten,Jawa,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,32,78000,20,1996800.0
TRX-072201,2024-07-23,Dian Pratama,Medan,Tim B,Warung Bu Dewi,Warung,General Trade,Bandung,Jawa Barat,Jawa,Teh Botol Sosro,Sosro,Minuman,karton,54000,27,72000,0,1944000.0
TRX-059441,2024-10-28,Ahmad Fauzi,Jakarta,Tim A,Superindo Bandung,Supermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Ultra Milk Full Cream,Ultra,Minuman,karton,88000,28,115000,0,3220000.0
TRX-092482,2024-10-22,Dian Pratama,Medan,Tim B,Transmart Jakarta,Hypermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Oreo Original,Nabisco,Snack,karton,50000,38,68000,10,2325600.0
TRX-088122,2024-10-03,Joko Widodo,Semarang,Tim B,Toko Berkah,Toko Kelontong,General Trade,Bandung,Jawa Barat,Jawa,Indomie Rebus,Indofood,Mie Instan,karton,62000,24,82000,2.5,1918800.0
TRX-018747,2024-01-05,Dian Pratama,Medan,Tim B,Warung Bu Siti,Warung,General Trade,Bandung,Jawa Barat,Jawa,Ultra Milk Full Cream,Ultra,Minuman,karton,88000,11,115000,10,1138500.0
TRX-078386,2024-04-27,Lukman Hakim,Bandung,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,37,78000,15,2453100.0
TRX-033119,2024-06-05,Fajar Nugroho,Jakarta,Tim A,Toko Sejahtera,Toko Kelontong,General Trade,Bogor,Jawa Barat,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,2,95000,10,171000.0
TRX-016696,2024-10-13,Ahmad Fauzi,Jakarta,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Indomie Goreng,Indofood,Mie Instan,karton,65000,7,85000,20,476000.0
TRX-094074,24-11-2024,Budi Santoso,Bandung,Tim A,Lotte Mart Bandung,Hypermarket,Modern Trade,Tangerang,Banten,Jawa,Pocari Sweat,Otsuka,Minuman,karton,82000,5,108000,0,540000
TRX-084849,2024-04-20,Indah Lestari,Medan,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Pepsodent 190g,Unilever,Personal Care,lusin,110000,15,145000,0,2175000.0
TRX-068850,2024-02-05,Fajar Nugroho,Jakarta,Tim A,Toko Makmur,Toko Kelontong,General Trade,Tangerang,Banten,Jawa,Milo Activ,Nestle,Minuman,karton,92000,4,120000,0,480000.0
TRX-071156,2024-05-01,Hendra Kusuma,Surabaya,Tim C,Warung Bu Siti,Warung,General Trade,Denpasar,Bali,Bali,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,34,78000,10,2386800.0
TRX-055173,2024-11-28,Citra Dewi,Surabaya,Tim B,Hypermart Surabaya,Hypermarket,Modern Trade,Denpasar,Bali,Bali,Teh Botol Sosro,Sosro,Minuman,karton,54000,27,72000,0,1944000.0
TRX-033563,2024-05-29,Nanda Putra,Medan,Tim C,Warung Bu Siti,Warung,General Trade,Semarang,Jawa Tengah,Jawa,Milo Activ,Nestle,Minuman,karton,92000,35,120000,15,3570000.0
TRX-053285,2024-09-16,Eko Wahyudi,Semarang,Tim C,Carrefour Semarang,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Molto Ultra,Unilever,Deterjen,karton,66000,11,88000,0,968000.0
TRX-030341,2024-03-13,Joko Widodo,Semarang,Tim B,Carrefour Semarang,Hypermarket,Modern Trade,Bogor,Jawa Barat,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,7,78000,2.5,532350.0
TRX-081141,2024-12-20,Kartika Sari,Jakarta,Tim C,Alfamart Bogor,Minimarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Good Day Coffee,Santos Jaya,Kopi,karton,67000,42,88000,0,3696000.0
TRX-002414,2024-01-30,Ahmad Fauzi,Jakarta,Tim A,Giant Surabaya,Supermarket,Modern Trade,Denpasar,Bali,Bali,Indomie Goreng,Indofood,Mie Instan,karton,65000,25,85000,0,2125000.0
TRX-034788,2024-10-22,Eko Wahyudi,Semarang,Tim C,Indomaret Depok,Minimarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Milo Activ,Nestle,Minuman,karton,92000,24,120000,0,2880000.0
TRX-034429,2024-03-22,Indah Lestari,Medan,Tim A,Superindo Bandung,Supermarket,Modern Trade,Denpasar,Bali,Bali,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,47,72000,0,3384000.0
TRX-085514,2024-07-07,Dian Pratama,Medan,Tim B,Carrefour Semarang,Hypermarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,50,98000,20,3920000.0
TRX-038343,2024-05-11,Indah Lestari,Medan,Tim A,Warung Bu Siti,Warung,General Trade,Bogor,Jawa Barat,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,42,95000,2.5,3890250.0
TRX-034587,2024-01-26,Fajar Nugroho,Jakarta,Tim A,Toko Makmur,Toko Kelontong,General Trade,Bogor,Jawa Barat,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,13,78000,0,1014000.0
TRX-028343,2024-02-01,Citra Dewi,Surabaya,Tim B,Lottemart Medan,Hypermarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Aqua 600ml,Danone,Minuman,karton,48000,2,65000,20,104000.0
TRX-076564,2024-05-31,Citra Dewi,Surabaya,Tim B,Superindo Medan,Supermarket,Modern Trade,Bogor,Jawa Barat,Jawa,Pantene Shampoo,P&G,Personal Care,lusin,125000,46,165000,5,7210500.0
TRX-086658,2024-11-19,Ahmad Fauzi,Jakarta,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Pantene Shampoo,P&G,Personal Care,lusin,125000,42,165000,15,5890500.0
TRX-008540,2024-11-22,Budi Santoso,Bandung,Tim A,Giant Surabaya,Supermarket,Modern Trade,Bandung,Jawa Barat,Jawa,Molto Ultra,Unilever,Deterjen,karton,66000,18,88000,20,1267200.0
TRX-062989,2024-10-24,Olivia Tan,Semarang,Tim A,Toko Sejahtera,Toko Kelontong,General Trade,Makassar,Sulawesi Selatan,Sulawesi,Indomie Rebus,Indofood,Mie Instan,karton,62000,37,82000,2.5,2958150.0
TRX-031728,2024-11-18,Lukman Hakim,Bandung,Tim A,Alfamart Bekasi,Minimarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Good Day Coffee,Santos Jaya,Kopi,karton,67000,35,88000,10,2772000.0
TRX-058087,2024-06-04,Joko Widodo,Semarang,Tim B,Alfamart Bekasi,Minimarket,Modern Trade,Tangerang,Banten,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,3,95000,0,285000.0
TRX-076736,2024-01-28,Gita Permata,Bandung,Tim B,Toko Maju Jaya,Toko Kelontong,General Trade,Jakarta,DKI Jakarta,Jawa,Oreo Original,Nabisco,Snack,karton,50000,5,68000,20,272000.0
TRX-004489,2024-03-04,Citra Dewi,Surabaya,Tim B,Toko Maju Jaya,Toko Kelontong,General Trade,Makassar,Sulawesi Selatan,Sulawesi,Good Day Coffee,Santos Jaya,Kopi,karton,67000,35,88000,5,2926000.0
TRX-046403,2024-03-11,Maya Anggraini,Surabaya,Tim B,Alfamart Bogor,Minimarket,Modern Trade,Tangerang,Banten,Jawa,Good Day Coffee,Santos Jaya,Kopi,karton,67000,36,88000,20,2534400.0
TRX-006903,2024-05-03,Ahmad Fauzi,Jakarta,Tim A,Warung Pak Bejo,Warung,General Trade,Bogor,Jawa Barat,Jawa,Ultra Milk Full Cream,Ultra,Minuman,karton,88000,39,115000,5,4260750.0
TRX-051278,2024-08-23,Citra Dewi,Surabaya,Tim B,Warung Pak Eko,Warung,General Trade,Surabaya,Jawa Timur,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,23,78000,20,1435200.0
TRX-054573,2024-03-15,Hendra Kusuma,Surabaya,Tim C,Warung Bu Dewi,Warung,General Trade,Tangerang,Banten,Jawa,Pantene Shampoo,P&G,Personal Care,lusin,125000,41,165000,2.5,6595875.0
TRX-095540,2024-01-14,Gita Permata,Bandung,Tim B,Indomaret Tangerang,Minimarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,30,Rp78.000,0,Rp2.340.000
TRX-020629,2024-05-05,Gita Permata,Bandung,Tim B,Hypermart Surabaya,Hypermarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Rinso Anti Noda,Unilever,Deterjen,karton,72000,43,95000,0,4085000.0
TRX-074264,2024-05-04,Hendra Kusuma,Surabaya,Tim C,Warung Bu Dewi,Warung,General Trade,Bogor,Jawa Barat,Jawa,Oreo Original,Nabisco,Snack,karton,50000,17,68000,0,1156000.0
TRX-049413,2024-11-26,Eko Wahyudi,Semarang,Tim C,Toko Maju Jaya,Toko Kelontong,General Trade,Palembang,Sumatera Selatan,Sumatera,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,9,95000,0,855000.0
TRX-087181,2024-10-14,Eko Wahyudi,Semarang,Tim C,Warung Pak Eko,Warung,General Trade,Palembang,Sumatera Selatan,Sumatera,Pepsodent 190g,Unilever,Personal Care,lusin,110000,7,145000,15,862750.0
TRX-055632,2024-08-25,Citra Dewi,Surabaya,Tim B,Toko Berkah,Toko Kelontong,General Trade,Jakarta,DKI Jakarta,Jawa,Milo Activ,Nestle,Minuman,karton,92000,50,120000,2.5,5850000.0
TRX-068970,2024-10-13,Ahmad Fauzi,Jakarta,Tim A,Toko Sejahtera,Toko Kelontong,General Trade,Makassar,Sulawesi Selatan,Sulawesi,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,8,78000,5,592800.0
TRX-008968,2024-12-07,Citra Dewi,Surabaya,Tim B,Warung Bu Dewi,Warung,General Trade,Palembang,Sumatera Selatan,Sumatera,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,26,72000,2.5,1825200.0
TRX-050369,2024-07-21,Joko Widodo,Semarang,Tim B,Superindo Medan,Supermarket,Modern Trade,Tangerang,Banten,Jawa,Aqua 600ml,Danone,Minuman,karton,48000,7,65000,15,386750.0
TRX-078144,2024-08-23,Budi Santoso,Bandung,Tim A,Toko Berkah,Toko Kelontong,General Trade,Denpasar,Bali,Bali,Pepsodent 190g,Unilever,Personal Care,lusin,110000,31,145000,2.5,4382625.0
TRX-018179,2024-01-22,Hendra Kusuma,Surabaya,Tim C,Lottemart Medan,Hypermarket,Modern Trade,Bandung,Jawa Barat,Jawa,Good Day Coffee,Santos Jaya,Kopi,karton,67000,26,88000,0,2288000.0
TRX-003106,2024-10-19,Eko Wahyudi,Semarang,Tim C,Indomaret Depok,Minimarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Pantene Shampoo,P&G,Personal Care,lusin,125000,18,165000,0,2970000.0
TRX-036178,2024-03-14,Olivia Tan,Semarang,Tim A,Toko Berkah,Toko Kelontong,General Trade,Makassar,Sulawesi Selatan,Sulawesi,Teh Botol Sosro,Sosro,Minuman,karton,54000,26,72000,20,1497600.0
TRX-051083,2024-02-06,Fajar Nugroho,Jakarta,Tim A,Toko Maju Jaya,Toko Kelontong,General Trade,Semarang,Jawa Tengah,Jawa,Indomie Goreng,Indofood,Mie Instan,karton,65000,15,85000,20,1020000.0
TRX-074253,2024-08-02,Lukman Hakim,Bandung,Tim A,Warung Pak Bejo,Warung,General Trade,Tangerang,Banten,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,17,95000,15,1372750.0
TRX-003499,2024-10-24,Ahmad Fauzi,Jakarta,Tim A,Superindo Bandung,Supermarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Teh Botol Sosro,Sosro,Minuman,karton,54000,36,72000,2.5,2527200.0
TRX-079878,2024-07-21,Joko Widodo,Semarang,Tim B,Toko Makmur,Toko Kelontong,General Trade,Makassar,Sulawesi Selatan,Sulawesi,Milo Activ,Nestle,Minuman,karton,92000,38,120000,15,3876000.0
TRX-076490,2024-10-05,Budi Santoso,Bandung,Tim A,Transmart Jakarta,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,48,78000,0,3744000.0
TRX-010152,2024-09-20,Citra Dewi,Surabaya,Tim B,Hypermart Surabaya,Hypermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,36,78000,0,2808000.0
TRX-049111,2024-04-30,Lukman Hakim,Bandung,Tim A,Toko Sejahtera,Toko Kelontong,General Trade,Surabaya,Jawa Timur,Jawa,Molto Ultra,Unilever,Deterjen,karton,66000,33,88000,10,2613600.0
TRX-055277,2024-03-19,Budi Santoso,Bandung,Tim A,Giant Surabaya,Supermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Indomie Goreng,Indofood,Mie Instan,karton,65000,31,85000,0,2635000.0
TRX-074203,2024-12-28,Joko Widodo,Semarang,Tim B,Giant Surabaya,Supermarket,Modern Trade,Denpasar,Bali,Bali,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,18,95000,0,1710000.0
TRX-060733,2024-01-08,Maya Anggraini,Surabaya,Tim B,Alfamart Bogor,Minimarket,Modern Trade,Bogor,Jawa Barat,Jawa,Indomie Rebus,Indofood,Mie Instan,karton,62000,22,82000,10,1623600.0
TRX-060616,2024-04-08,Indah Lestari,Medan,Tim A,Toko Maju Jaya,Toko Kelontong,General Trade,Denpasar,Bali,Bali,Oreo Original,Nabisco,Snack,karton,50000,22,68000,0,1496000.0
TRX-052361,2024-11-13,Kartika Sari,Jakarta,Tim C,Toko Berkah,Toko Kelontong,General Trade,Semarang,Jawa Tengah,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,22,95000,10,1881000.0
TRX-048706,2024-04-23,Citra Dewi,Surabaya,Tim B,Superindo Medan,Supermarket,Modern Trade,Bogor,Jawa Barat,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,50,95000,2.5,4631250.0
TRX-015273,2024-05-26,Olivia Tan,Semarang,Tim A,Superindo Bandung,Supermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Molto Ultra,Unilever,Deterjen,karton,66000,40,88000,2.5,3432000.0
TRX-094660,01/12/2024,Maya Anggraini,Surabaya,Tim B,Toko Berkah,Toko Kelontong,General Trade,Denpasar,Bali,Bali,Indomie Rebus,Indofood,Mie Instan,karton,62000,13,82000,0,1066000
TRX-072128,2024-08-03,Dian Pratama,Medan,Tim B,Carrefour Semarang,Hypermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,35,72000,2.5,2457000.0
TRX-021674,2024-02-07,Dian Pratama,Medan,Tim B,Carrefour Semarang,Hypermarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Aqua 600ml,Danone,Minuman,karton,48000,2,65000,5,123500.0
TRX-080614,2024-06-16,Eko Wahyudi,Semarang,Tim C,Warung Bu Dewi,Warung,General Trade,Semarang,Jawa Tengah,Jawa,Aqua 600ml,Danone,Minuman,karton,48000,19,65000,0,1235000.0
TRX-066868,2024-03-14,Kartika Sari,Jakarta,Tim C,Carrefour Semarang,Hypermarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Pantene Shampoo,P&G,Personal Care,lusin,125000,36,165000,5,5643000.0
TRX-074481,2024-01-05,Ahmad Fauzi,Jakarta,Tim A,Alfamart Bogor,Minimarket,Modern Trade,Tangerang,Banten,Jawa,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,46,72000,15,2815200.0
TRX-047804,2024-12-10,Budi Santoso,Bandung,Tim A,Warung Bu Siti,Warung,General Trade,Denpasar,Bali,Bali,Good Day Coffee,Santos Jaya,Kopi,karton,67000,42,88000,20,2956800.0
TRX-013591,2024-03-27,Ahmad Fauzi,Jakarta,Tim A,Indomaret Tangerang,Minimarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,43,95000,0,4085000.0
TRX-035436,2024-04-21,Fajar Nugroho,Jakarta,Tim A,Toko Makmur,Toko Kelontong,General Trade,Medan,Sumatera Utara,Sumatera,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,10,78000,15,663000.0
TRX-040700,2024-10-10,Joko Widodo,Semarang,Tim B,Toko Maju Jaya,Toko Kelontong,General Trade,Bandung,Jawa Barat,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,5,78000,0,390000.0
TRX-039160,2024-07-02,Maya Anggraini,Surabaya,Tim B,Alfamart Bekasi,Minimarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Molto Ultra,Unilever,Deterjen,karton,66000,23,88000,0,2024000.0
TRX-001635,2024-07-06,Olivia Tan,Semarang,Tim A,Lottemart Medan,Hypermarket,Modern Trade,Bandung,Jawa Barat,Jawa,Teh Botol Sosro,Sosro,Minuman,karton,54000,9,72000,20,518400.0
TRX-095454,01-06-2024,Joko Widodo,Semarang,Tim B,Lotte Mart Bandung,Hypermarket,Modern Trade,Tangerang,Banten,Jawa,Aqua 600ml,Danone,Minuman,karton,48000,50,65000,0,3250000
TRX-093644,2024-05-18,Maya Anggraini,Surabaya,Tim B,Warung Pak Bejo,Warung,General Trade,Surabaya,Jawa Timur,Jawa,Pantene Shampoo,P&G,Personal Care,lusin,125000,8,165000,2.5,1287000.0
TRX-019744,2024-02-15,Budi Santoso,Bandung,Tim A,Indomaret Depok,Minimarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,21,95000,0,1995000.0
TRX-072011,2024-05-13,Maya Anggraini,Surabaya,Tim B,Toko Berkah,Toko Kelontong,General Trade,Palembang,Sumatera Selatan,Sumatera,Good Day Coffee,Santos Jaya,Kopi,karton,67000,17,88000,0,1496000.0
TRX-094220,11/06/2024,Kartika Sari,Jakarta,Tim C,Carrefour Semarang,Hypermarket,Modern Trade,Tangerang,Banten,Jawa,Energen Coklat,Mayora,Sereal,karton,70000,10,92000,0,920000
TRX-039836,2024-08-03,Dian Pratama,Medan,Tim B,Toko Sejahtera,Toko Kelontong,General Trade,Makassar,Sulawesi Selatan,Sulawesi,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,40,95000,5,3610000.0
TRX-055224,2024-09-01,Indah Lestari,Medan,Tim A,Warung Bu Dewi,Warung,General Trade,Jakarta,DKI Jakarta,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,29,95000,0,2755000.0
TRX-026935,2024-10-08,Fajar Nugroho,Jakarta,Tim A,Indomaret Depok,Minimarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Chitato Sapi Panggang,Indofood,Snack,karton,55000,27,75000,15,1721250.0
TRX-019070,2024-07-20,Dian Pratama,Medan,Tim B,Giant Surabaya,Supermarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Good Day Coffee,Santos Jaya,Kopi,karton,67000,2,88000,0,176000.0
TRX-084161,2024-07-06,Lukman Hakim,Bandung,Tim A,Indomaret Tangerang,Minimarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,49,78000,0,3822000.0
TRX-059014,2024-12-29,Nanda Putra,Medan,Tim C,Carrefour Semarang,Hypermarket,Modern Trade,Bogor,Jawa Barat,Jawa,Teh Botol Sosro,Sosro,Minuman,karton,54000,26,72000,10,1684800.0
TRX-046515,2024-02-25,Eko Wahyudi,Semarang,Tim C,Hypermart Surabaya,Hypermarket,Modern Trade,Bandung,Jawa Barat,Jawa,Pocari Sweat,Otsuka,Minuman,karton,82000,22,108000,10,2138400.0
TRX-025432,2024-05-14,Kartika Sari,Jakarta,Tim C,Giant Surabaya,Supermarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Good Day Coffee,Santos Jaya,Kopi,karton,67000,19,88000,0,1672000.0
TRX-094976,31/01/2024,Nanda Putra,Medan,Tim C,Toko Makmur,Toko Kelontong,General Trade,Denpasar,Bali,Bali,Indomie Goreng,Indofood,Mie Instan,karton,65000,36,85000,0,3060000
TRX-062874,2024-11-19,Dian Pratama,Medan,Tim B,Warung Bu Siti,Warung,General Trade,Tangerang,Banten,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,32,95000,0,3040000.0
TRX-005073,2024-06-04,Eko Wahyudi,Semarang,Tim C,Superindo Medan,Supermarket,Modern Trade,Denpasar,Bali,Bali,Indomie Rebus,Indofood,Mie Instan,karton,62000,45,82000,15,3136500.0
TRX-067265,2024-05-19,Citra Dewi,Surabaya,Tim B,Warung Pak Bejo,Warung,General Trade,Bandung,Jawa Barat,Jawa,Chitato Sapi Panggang,Indofood,Snack,karton,55000,33,75000,0,2475000.0
TRX-093320,2024-03-15,Dian Pratama,Medan,Tim B,Superindo Bandung,Supermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Good Day Coffee,Santos Jaya,Kopi,karton,67000,38,88000,0,3344000.0
TRX-096653,2024-09-27,Budi Santoso,Bandung,Tim A,Lotte Mart Bandung,Hypermarket,Modern Trade,Bandung,Jawa Barat,Jawa,Ultra Milk Full Cream,Ultra,Minuman,karton,88000,8,Rp115.000,0,Rp920.000
TRX-076473,2024-09-14,Kartika Sari,Jakarta,Tim C,Indomaret Depok,Minimarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Teh Botol Sosro,Sosro,Minuman,karton,54000,18,72000,0,1296000.0
